@relation test_predicted

@attribute 'prediction margin' numeric
@attribute 'predicted answer' {0,1}
@attribute answer {0,1}
@attribute 0.0 numeric
@attribute 0.1 numeric
@attribute 0.2 numeric
@attribute 0.3 numeric
@attribute 0.4 numeric
@attribute 0.5 numeric
@attribute 0.6 numeric
@attribute 0.7 numeric
@attribute 0.8 numeric
@attribute e0.0 numeric
@attribute e0.1 numeric
@attribute e0.2 numeric
@attribute e0.3 numeric
@attribute e0.4 numeric
@attribute e0.5 numeric
@attribute e0.6 numeric
@attribute e0.7 numeric
@attribute e0.8 numeric
@attribute e0.9 numeric
@attribute 1.0 numeric
@attribute 1.1 numeric
@attribute 1.2 numeric
@attribute 1.3 numeric
@attribute 1.4 numeric
@attribute 1.5 numeric
@attribute 1.6 numeric
@attribute 1.7 numeric
@attribute 1.8 numeric
@attribute e1.0 numeric
@attribute e1.1 numeric
@attribute e1.2 numeric
@attribute e1.3 numeric
@attribute e1.4 numeric
@attribute e1.5 numeric
@attribute e1.6 numeric
@attribute e1.7 numeric
@attribute e1.8 numeric
@attribute e1.9 numeric
@attribute 2.0 numeric
@attribute 2.1 numeric
@attribute 2.2 numeric
@attribute 2.3 numeric
@attribute 2.4 numeric
@attribute 2.5 numeric
@attribute 2.6 numeric
@attribute 2.7 numeric
@attribute 2.8 numeric
@attribute e2.0 numeric
@attribute e2.1 numeric
@attribute e2.2 numeric
@attribute e2.3 numeric
@attribute e2.4 numeric
@attribute e2.5 numeric
@attribute e2.6 numeric
@attribute e2.7 numeric
@attribute e2.8 numeric
@attribute e2.9 numeric
@attribute 3.0 numeric
@attribute 3.1 numeric
@attribute 3.2 numeric
@attribute 3.3 numeric
@attribute 3.4 numeric
@attribute 3.5 numeric
@attribute 3.6 numeric
@attribute 3.7 numeric
@attribute 3.8 numeric
@attribute e3.0 numeric
@attribute e3.1 numeric
@attribute e3.2 numeric
@attribute e3.3 numeric
@attribute e3.4 numeric
@attribute e3.5 numeric
@attribute e3.6 numeric
@attribute e3.7 numeric
@attribute e3.8 numeric
@attribute e3.9 numeric
@attribute 4.0 numeric
@attribute 4.1 numeric
@attribute 4.2 numeric
@attribute 4.3 numeric
@attribute 4.4 numeric
@attribute 4.5 numeric
@attribute 4.6 numeric
@attribute 4.7 numeric
@attribute 4.8 numeric
@attribute 5.0 numeric
@attribute 5.1 numeric
@attribute 5.2 numeric
@attribute 5.3 numeric
@attribute 5.4 numeric
@attribute 5.5 numeric
@attribute 5.6 numeric
@attribute 5.7 numeric
@attribute 5.8 numeric
@attribute 6.0 numeric
@attribute 6.1 numeric
@attribute 6.2 numeric
@attribute 6.3 numeric
@attribute 6.4 numeric
@attribute 6.5 numeric
@attribute 6.6 numeric
@attribute 6.7 numeric
@attribute 6.8 numeric
@attribute 7.0 numeric
@attribute 7.1 numeric
@attribute 7.2 numeric
@attribute 7.3 numeric
@attribute 7.4 numeric
@attribute 7.5 numeric
@attribute 7.6 numeric
@attribute 7.7 numeric
@attribute 7.8 numeric
@attribute 8.0 numeric
@attribute 8.1 numeric
@attribute 8.2 numeric
@attribute 8.3 numeric
@attribute 8.4 numeric
@attribute 8.5 numeric
@attribute 8.6 numeric
@attribute 8.7 numeric
@attribute 8.8 numeric
@attribute 9.0 numeric
@attribute 9.1 numeric
@attribute 9.2 numeric
@attribute 9.3 numeric
@attribute 9.4 numeric
@attribute 9.5 numeric
@attribute 9.6 numeric
@attribute 9.7 numeric
@attribute 9.8 numeric

@data
1,1,1,10,0.614918,8,3.162278,0.692935,20,11,0.758621,0.611111,9,0.592446,10,3.464102,0.601338,18,9,0.666667,0.5,17.274851,10,0.611763,8,3.162278,0.692935,20,11,0.758621,0.611111,9,0.594002,10,3.464102,0.601338,18,9,0.666667,0.5,17.275369,7,0.832143,6,2.828427,0.936057,18,5,0.769231,0.625,8,0.648571,8,3.464102,0.909155,16,4,0.666667,0.5,14.062832,10,0.614902,8,3.162278,0.740744,20,11,0.785714,0.647059,8,0.599567,10,3.464102,0.657376,18,9,0.692308,0.529412,16.980921,4,0.617532,1,1,0.92582,9,6,0.923077,0.857143,4,0.617532,1,1,0.92582,9,6,0.923077,0.857143,4,0.674603,1,1,0.92582,9,6,0.923077,0.857143,4,0.617532,1,1,0.92582,9,6,0.923077,0.857143,1,0.792424,2,1.414214,0.5,0,1,0.5,0.333333,4,0.674603,1,1,0.92582,9,6,0.923077,0.857143
-1,0,1,14,0.559768,20,4.690416,0.44376,24,7,0.4375,0.28,12,0.508474,22,4.898979,0.143223,22,2,0.16,0.086957,7.088626,13,0.567871,18,4.690416,0.464758,24,8,0.516129,0.347826,12,0.436499,22,5.09902,0.133333,22,2,0.166667,0.090909,7.102936,13,0.498779,18,7.483315,0.74671,24,5,0.666667,0.5,11,0.630769,16,5.656854,0.657234,22,2,0.333333,0.2,6.497577,13,0.537435,18,4.898979,0.598089,24,7,0.518519,0.35,12,0.601099,18,4.690416,0.352941,22,3,0.272727,0.157895,6.78612,5,0.471361,5,2.236068,0.666667,9,4,0.615385,0.444444,5,0.473901,5,2.236068,0.666667,9,4,0.615385,0.444444,5,0.468915,5,2.236068,0.666667,9,4,0.615385,0.444444,5,0.471361,5,2.236068,0.666667,9,4,0.615385,0.444444,2,0.566667,4,2,0,1,0,0,0,5,0.468915,5,2.236068,0.666667,9,4,0.615385,0.444444
1,1,1,7,1.231745,10,3.162278,0.840168,22,15,0.789474,0.652174,11,1.249857,12,3.464102,0.771517,26,12,0.685714,0.521739,13.538586,7,1.242731,10,3.162278,0.840168,22,15,0.789474,0.652174,11,1.252778,12,3.464102,0.771517,26,12,0.685714,0.521739,13.53917,5,0.792354,6,2.828427,0.98792,12,9,0.947368,0.9,9,0.792745,6,2.828427,0.977854,16,7,0.823529,0.7,8.824511,7,1.052528,10,4,0.938971,22,10,0.740741,0.588235,10,1.043333,8,2.828427,0.924693,26,10,0.740741,0.588235,12.025086,3,1.167632,4,2,0.782624,12,7,0.777778,0.636364,3,1.167632,4,2,0.782624,12,7,0.777778,0.636364,3,1.053642,4,2,0.782624,12,7,0.777778,0.636364,3,1.167632,4,2,0.782624,12,7,0.777778,0.636364,0,0,2,1.414214,0,0,0,0,0,3,1.053642,4,2,0.782624,12,7,0.777778,0.636364
1,1,1,6,1.256189,8,2.828427,0.716115,18,10,0.714286,0.555556,8,0.619383,10,3.162278,0.615385,20,8,0.615385,0.444444,17.152292,6,1.182511,8,2.828427,0.716115,18,10,0.714286,0.555556,8,0.616996,10,3.162278,0.615385,20,8,0.615385,0.444444,17.151496,6,0.877949,4,2.44949,0.949342,18,7,0.933333,0.875,8,0.535613,6,3.162278,0.883541,20,6,0.857143,0.75,15.396191,6,1.129838,8,2.828427,0.733333,18,10,0.740741,0.588235,8,0.615072,10,3.162278,0.644503,20,8,0.64,0.470588,17.17748,2,1.044444,2,1.414214,0.816497,4,4,0.8,0.666667,2,1.044444,2,1.414214,0.816497,4,4,0.8,0.666667,2,1.034722,2,1.414214,0.816497,4,4,0.8,0.666667,2,1.044444,2,1.414214,0.816497,4,4,0.8,0.666667,0,1,0,0,1,0,2,1,1,2,1.034722,2,1.414214,0.816497,4,4,0.8,0.666667
1,1,1,7,0.499354,12,3.464102,0.683763,16,10,0.666667,0.5,11,0.476106,16,4,0.503953,20,6,0.461538,0.3,11.748319,7,0.523218,12,3.464102,0.683763,16,10,0.666667,0.5,11,0.492427,16,4,0.503953,20,6,0.461538,0.3,11.751584,5,0.757937,8,3.162278,0.902894,10,8,0.888889,0.8,9,0.589286,8,3.162278,0.829941,14,7,0.823529,0.7,8.821007,6,0.688713,10,3.464102,0.862582,10,9,0.75,0.6,10,0.69127,12,3.464102,0.775672,14,6,0.571429,0.4,9.580494,1,0.579323,1,1,0.816497,1,2,0.8,0.666667,1,0.579323,1,1,0.816497,1,2,0.8,0.666667,1,0.597222,1,1,0.816497,1,2,0.8,0.666667,1,0.579323,1,1,0.816497,1,2,0.8,0.666667,0,0.583333,2,1.414214,0,0,0,0,0,1,0.597222,1,1,0.816497,1,2,0.8,0.666667
1,1,1,10,0.474619,17,4.123106,0.322329,21,4,0.32,0.190476,10,0.50619,16,4,0.272727,18,3,0.272727,0.157895,13.052385,10,0.424645,13,3.605551,0.518875,21,6,0.5,0.333333,10,0.477525,12,3.464102,0.501745,18,5,0.47619,0.3125,12.558015,6,0.674459,5,2.645751,0.930404,19,8,1,1,8,0.526515,4,2,0.917663,18,7,0.933333,0.875,10.563128,9,0.616643,11,3.316625,0.764866,21,5,0.526316,0.357143,10,0.603387,10,3.162278,0.699913,18,5,0.555556,0.384615,12.101437,3,0.405754,6,2.44949,0.258199,4,1,0.25,0.142857,3,0.405754,6,2.44949,0.258199,4,1,0.25,0.142857,3,0.322222,6,2.44949,0.258199,4,1,0.25,0.142857,3,0.405754,6,2.44949,0.258199,4,1,0.25,0.142857,0,0,2,1.414214,0,0,0,0,0,3,0.322222,6,2.44949,0.258199,4,1,0.25,0.142857
1,1,1,10,1.438039,13,3.872983,0.851861,31,16,0.761905,0.615385,15,0.576454,18,4.690416,0.75489,36,14,0.7,0.538462,15.04337,10,1.332712,13,3.872983,0.851861,31,16,0.761905,0.615385,15,0.570836,18,4.690416,0.75489,36,14,0.7,0.538462,15.042434,8,1.056906,5,2.645751,0.976809,21,11,0.916667,0.846154,13,0.640365,8,3.464102,0.952127,26,10,0.869565,0.769231,10.615898,10,1.654144,13,3.872983,0.886405,31,14,0.756757,0.608696,15,0.775272,16,4.242641,0.828303,36,13,0.722222,0.565217,14.522276,1,0.955556,1,1,0.707107,0,1,0.666667,0.5,1,0.9375,1,1,0.707107,0,1,0.666667,0.5,1,0.9,1,1,0.707107,0,1,0.666667,0.5,1,0.955556,1,1,0.707107,0,1,0.666667,0.5,3,1.072222,6,2.44949,0.760639,8,4,0.666667,0.5,1,0.9,1,1,0.707107,0,1,0.666667,0.5
1,1,1,7,0.894519,9,3,0.824786,15,19,0.826087,0.703704,12,0.888096,14,3.741657,0.682524,20,14,0.682927,0.518519,11.08562,7,0.816738,9,3,0.837526,15,18,0.818182,0.692308,12,0.811201,14,3.741657,0.708949,20,13,0.666667,0.5,10.904746,6,0.832906,5,2.645751,0.988915,13,7,1,1,11,0.803704,6,2.44949,0.975305,18,6,0.923077,0.857143,7.834786,7,0.811467,9,3,0.837526,15,18,0.818182,0.692308,12,0.816112,14,3.741657,0.708949,20,13,0.666667,0.5,10.905564,3,0.833218,3,1.732051,0.870388,7,9,0.9,0.818182,3,0.833218,3,1.732051,0.870388,7,9,0.9,0.818182,3,0.810096,3,1.732051,0.870388,7,9,0.9,0.818182,3,0.833218,3,1.732051,0.870388,7,9,0.9,0.818182,2,0.511111,4,2,0.516398,4,2,0.5,0.333333,3,0.810096,3,1.732051,0.870388,7,9,0.9,0.818182
1,1,1,6,0.599652,10,3.162278,0.826184,24,19,0.808511,0.678571,10,0.57485,14,3.741657,0.72,28,16,0.727273,0.571429,14.867042,6,0.601863,10,3.162278,0.845154,24,19,0.826087,0.703704,10,0.579834,12,3.464102,0.7698,28,16,0.744186,0.592593,14.430103,5,0.825121,4,2.44949,0.979419,16,8,0.941176,0.888889,9,0.816705,6,2.828427,0.965375,20,7,0.875,0.777778,9.652657,6,0.664196,10,3.162278,0.905514,24,15,0.789474,0.652174,10,0.699894,12,3.464102,0.850266,28,13,0.722222,0.565217,13.86034,3,0.670132,4,2,0.777778,10,7,0.777778,0.636364,3,0.670132,4,2,0.777778,10,7,0.777778,0.636364,3,0.708333,4,2,0.777778,10,7,0.777778,0.636364,3,0.670132,4,2,0.777778,10,7,0.777778,0.636364,3,0.283224,4,2.44949,0.288675,2,1,0.4,0.25,3,0.708333,4,2,0.777778,10,7,0.777778,0.636364
1,1,1,12,0.574889,13,3.605551,0.745241,21,13,0.702703,0.541667,15,0.547444,16,4,0.667246,22,10,0.588235,0.416667,17.304898,12,0.565826,11,3.316625,0.793725,19,14,0.777778,0.636364,15,0.524691,14,3.741657,0.72,20,11,0.666667,0.5,16.538254,11,0.662591,5,2.236068,0.972511,13,8,0.941176,0.888889,13,0.623904,6,2.44949,0.959594,14,6,0.8,0.666667,11.124913,12,0.697147,11,3.316625,0.830868,17,13,0.787879,0.65,15,0.662483,14,4,0.731126,20,11,0.709677,0.55,16.663322,3,1.121062,3,1.732051,0.816497,5,5,0.833333,0.714286,3,1.121062,3,1.732051,0.816497,5,5,0.833333,0.714286,3,1.041053,3,1.732051,0.816497,5,5,0.833333,0.714286,3,1.121062,3,1.732051,0.816497,5,5,0.833333,0.714286,1,0,4,2,0,0,0,0,0,3,1.041053,3,1.732051,0.816497,5,5,0.833333,0.714286
1,1,1,5,1.866838,8,2.828427,0.871421,16,19,0.826087,0.703704,7,0.670557,10,3.162278,0.833333,18,17,0.772727,0.62963,19.356175,5,1.857548,8,2.828427,0.871421,16,19,0.826087,0.703704,7,0.69872,10,3.162278,0.833333,18,17,0.772727,0.62963,19.365563,4,1.069833,6,2.44949,0.971797,16,9,0.857143,0.75,6,0.655556,8,3.162278,0.944089,18,8,0.8,0.666667,15.40953,5,1.709163,8,2.828427,0.894427,16,18,0.837209,0.72,7,0.692289,10,3.162278,0.860309,18,16,0.780488,0.64,19.045121,0,1,0,0,1,0,4,1,1,0,1,0,0,1,0,4,1,1,0,1,0,0,1,0,4,1,1,0,1,0,0,1,0,4,1,1,1,0.906667,2,1.414214,0.5,0,1,0.5,0.333333,0,1,0,0,1,0,4,1,1
1,1,1,7,1.534436,11,3.316625,0.702959,17,10,0.645161,0.47619,8,0.616818,12,3.464102,0.666667,18,9,0.6,0.428571,26.388079,7,1.456881,9,3,0.800198,17,10,0.689655,0.526316,8,0.61937,10,3.162278,0.753778,18,10,0.689655,0.526316,25.875699,3,0.970212,3,1.732051,0.979413,13,6,0.923077,0.857143,4,0.654762,4,2,0.974287,14,6,0.923077,0.857143,16.704634,7,1.391536,9,3,0.833908,17,10,0.740741,0.588235,8,0.710709,8,2.828427,0.826869,18,10,0.740741,0.588235,24.847491,3,1.153757,3,1.732051,0.771517,7,5,0.769231,0.625,3,1.153757,3,1.732051,0.771517,7,5,0.769231,0.625,3,1.038023,3,1.732051,0.771517,7,5,0.769231,0.625,3,1.153757,3,1.732051,0.771517,7,5,0.769231,0.625,1,0.889977,2,1.414214,0.666667,2,2,0.666667,0.5,3,1.038023,3,1.732051,0.771517,7,5,0.769231,0.625
1,1,1,5,1.754506,8,2.828427,0.867149,16,18,0.818182,0.692308,7,1.788474,10,3.162278,0.827586,18,16,0.761905,0.615385,19.385209,5,1.71345,8,2.828427,0.867149,16,18,0.818182,0.692308,7,1.755117,10,3.162278,0.827586,18,16,0.761905,0.615385,19.37409,4,1,6,2.828427,0.966136,12,9,0.9,0.818182,6,0.673532,8,3.162278,0.945505,14,8,0.842105,0.727273,14.116897,5,1.558052,8,2.828427,0.875428,16,17,0.809524,0.68,7,1.590631,10,3.162278,0.833797,18,16,0.780488,0.64,19.335731,0,1,0,0,1,0,4,1,1,0,1,0,0,1,0,4,1,1,0,1,0,0,1,0,4,1,1,0,1,0,0,1,0,4,1,1,1,0.906667,2,1.414214,0.5,0,1,0.5,0.333333,0,1,0,0,1,0,4,1,1
1,1,1,8,1.95193,14,3.741657,0.682524,18,15,0.681818,0.517241,10,0.608785,16,4,0.619048,20,13,0.619048,0.448276,21.765052,8,1.926169,14,3.741657,0.682524,18,15,0.681818,0.517241,10,0.679007,16,4,0.619048,20,13,0.619048,0.448276,21.788459,6,1.032505,2,1.414214,0.992674,16,9,0.9,0.818182,8,0.67335,4,2.44949,0.987474,18,9,0.9,0.818182,14.942832,8,1.705093,14,4.242641,0.629941,18,15,0.714286,0.555556,10,0.668571,16,4.472136,0.567367,20,13,0.65,0.481481,21.946518,3,1.436262,4,2,0.818182,6,9,0.818182,0.692308,3,1.436262,4,2,0.818182,6,9,0.818182,0.692308,3,1.243333,4,2,0.818182,6,9,0.818182,0.692308,3,1.436262,4,2,0.818182,6,9,0.818182,0.692308,1,0.773333,2,1.414214,0.5,0,1,0.5,0.333333,3,1.243333,4,2,0.818182,6,9,0.818182,0.692308
1,1,1,13,0.60825,17,4.358899,0.726273,31,21,0.75,0.6,16,0.603843,18,4.472136,0.692935,32,19,0.716981,0.558824,23.01118,13,0.620627,15,4.123106,0.756534,29,22,0.785714,0.647059,16,0.604411,18,4.472136,0.692935,32,19,0.716981,0.558824,23.011322,11,0.704478,7,3.316625,0.961348,25,10,0.909091,0.833333,13,0.649068,10,3.741657,0.94697,28,9,0.857143,0.75,16.73621,13,0.628112,15,4.123106,0.808122,29,20,0.769231,0.625,16,0.648176,18,4.472136,0.755865,32,17,0.693878,0.53125,22.525326,5,0.821139,6,2.44949,0.666667,12,6,0.666667,0.5,5,0.821139,6,2.44949,0.666667,12,6,0.666667,0.5,5,0.793333,6,2.44949,0.666667,12,6,0.666667,0.5,5,0.821139,6,2.44949,0.666667,12,6,0.666667,0.5,0,1,0,0,1,0,4,1,1,5,0.793333,6,2.44949,0.666667,12,6,0.666667,0.5
1,1,1,19,0.574216,32,5.830952,0.46875,46,7,0.311111,0.184211,21,0.623369,32,5.830952,0.451848,44,6,0.27907,0.162162,36.782467,17,0.577966,24,5.09902,0.59375,42,11,0.488889,0.323529,19,0.591708,24,5.09902,0.580948,40,10,0.465116,0.30303,33.346607,13,0.806779,4,2,0.982299,40,8,0.842105,0.727273,15,0.646825,6,2.44949,0.972727,40,7,0.777778,0.636364,24.494395,17,0.68988,24,5.09902,0.630893,42,11,0.5,0.333333,19,0.611111,24,5.09902,0.580948,40,10,0.465116,0.30303,33.353075,6,0.892552,8,2.828427,0.5,12,4,0.5,0.333333,6,0.894248,8,2.828427,0.5,12,4,0.5,0.333333,6,0.766667,8,2.828427,0.5,12,4,0.5,0.333333,6,0.892552,8,2.828427,0.5,12,4,0.5,0.333333,4,0.66091,6,2.44949,0.4,6,2,0.4,0.25,6,0.766667,8,2.828427,0.5,12,4,0.5,0.333333
1,1,1,8,0.545787,13,3.605551,0.672214,21,13,0.666667,0.5,13,0.521221,18,4.242641,0.470588,26,8,0.470588,0.307692,11.835455,8,0.601403,13,3.605551,0.672214,21,13,0.666667,0.5,13,0.525972,18,4.242641,0.470588,26,8,0.470588,0.307692,11.836247,5,0.785316,7,3,0.935918,11,8,0.842105,0.727273,10,0.613191,12,4,0.860179,16,5,0.625,0.454545,8.258819,8,0.603286,13,3.872983,0.728869,21,13,0.742857,0.590909,13,0.637593,12,3.464102,0.667698,26,11,0.666667,0.5,11.322677,2,0.528632,6,2.44949,0.5,8,3,0.5,0.333333,2,0.528632,6,2.44949,0.5,8,3,0.5,0.333333,2,0.548611,6,2.44949,0.5,8,3,0.5,0.333333,2,0.528632,6,2.44949,0.5,8,3,0.5,0.333333,1,0.918596,1,1,0.866025,3,3,0.857143,0.75,2,0.548611,6,2.44949,0.5,8,3,0.5,0.333333
1,1,1,7,1.250401,12,3.464102,0.648181,18,9,0.642857,0.473684,9,0.571878,14,3.741657,0.566947,20,7,0.538462,0.368421,18.595788,7,1.190772,12,3.741657,0.611111,18,9,0.666667,0.5,9,0.590281,14,4,0.53033,20,7,0.56,0.388889,18.689833,6,0.821916,8,3.464102,0.872538,20,7,0.933333,0.875,8,0.57672,8,3.741657,0.841625,22,7,0.933333,0.875,17.322779,7,1.157179,12,3.741657,0.667424,18,8,0.64,0.470588,9,0.624603,14,4,0.603023,20,6,0.521739,0.352941,18.367435,4,0.887685,5,2.236068,0.547723,7,3,0.545455,0.375,4,0.887685,5,2.236068,0.547723,7,3,0.545455,0.375,4,0.818546,5,2.236068,0.547723,7,3,0.545455,0.375,4,0.887685,5,2.236068,0.547723,7,3,0.545455,0.375,2,0.436275,4,2,0,1,0,0,0,4,0.818546,5,2.236068,0.547723,7,3,0.545455,0.375
1,1,1,9,0.483356,16,4.242641,0.3114,18,4,0.347826,0.210526,10,0.483368,16,4.242641,0.250873,16,3,0.285714,0.166667,16.809754,9,0.502455,14,4,0.389249,18,5,0.434783,0.277778,10,0.503777,14,4,0.334497,16,4,0.380952,0.235294,16.48484,7,0.615297,8,3.741657,0.72,16,6,0.857143,0.75,6,0.69697,10,4,0.642364,14,5,0.769231,0.625,13.911188,9,0.577571,14,5.09902,0.472377,18,5,0.5,0.333333,10,0.619529,12,3.741657,0.511891,16,5,0.5,0.333333,16.23547,2,0.457112,6,2.44949,0,2,0,0,0,2,0.457112,6,2.44949,0,2,0,0,0,2,0.444444,6,2.44949,0,2,0,0,0,2,0.457112,6,2.44949,0,2,0,0,0,1,0.433333,3,1.732051,0,0,0,0,0,2,0.444444,6,2.44949,0,2,0,0,0
1,1,1,8,1.792357,5,2.236068,0.919239,21,21,0.913043,0.84,11,0.601378,8,2.828427,0.854199,24,18,0.837209,0.72,16.710303,8,1.740463,5,2.236068,0.919239,21,21,0.913043,0.84,11,0.608422,8,2.828427,0.854199,24,18,0.837209,0.72,16.712064,6,1.050552,5,2.645751,0.977538,19,12,1,1,9,0.62971,6,2.44949,0.966996,22,10,0.909091,0.833333,13.197155,8,1.597521,5,2.236068,0.959126,21,17,0.894737,0.809524,11,0.751095,6,2.44949,0.933333,24,15,0.833333,0.714286,15.420384,3,1.145351,2,1.414214,0.866025,8,6,0.857143,0.75,3,1.145351,2,1.414214,0.866025,8,6,0.857143,0.75,3,1.041667,2,1.414214,0.866025,8,6,0.857143,0.75,3,1.145351,2,1.414214,0.866025,8,6,0.857143,0.75,0,1,0,0,1,0,4,1,1,3,1.041667,2,1.414214,0.866025,8,6,0.857143,0.75
1,1,1,5,0.604795,11,3.316625,0.746004,15,12,0.705882,0.545455,6,0.595305,12,3.464102,0.715097,16,11,0.666667,0.5,25.470585,5,0.631278,9,3,0.800198,15,12,0.727273,0.571429,6,0.621372,10,3.162278,0.772727,16,11,0.6875,0.52381,24.383843,3,0.618665,5,2.236068,0.95758,11,8,0.941176,0.888889,4,0.577778,6,2.44949,0.94884,12,7,0.875,0.777778,17.314443,5,0.741494,9,3,0.86164,15,10,0.689655,0.526316,6,0.720899,10,3.162278,0.84375,16,9,0.642857,0.473684,23.421734,2,0.700195,3,1.732051,0.730297,5,4,0.727273,0.571429,2,0.700195,3,1.732051,0.730297,5,4,0.727273,0.571429,2,0.551389,3,1.732051,0.730297,5,4,0.727273,0.571429,2,0.700195,3,1.732051,0.730297,5,4,0.727273,0.571429,1,0.619444,3,1.732051,0.57735,3,2,0.571429,0.4,2,0.551389,3,1.732051,0.730297,5,4,0.727273,0.571429
1,1,1,8,1.732995,9,3,0.786357,15,16,0.780488,0.64,13,0.592959,14,3.741657,0.611111,18,11,0.611111,0.44,10.332806,8,1.547893,9,3,0.804984,15,15,0.769231,0.625,13,0.566877,14,3.741657,0.632456,18,11,0.628571,0.458333,10.337982,7,0.979649,7,3.605551,0.971111,11,7,0.823529,0.7,10,0.589947,8,2.828427,0.944862,14,6,0.75,0.6,7.285539,8,1.553225,9,3,0.830455,15,15,0.810811,0.681818,11,0.672222,14,3.741657,0.667424,20,11,0.666667,0.5,10.374662,3,1.163333,3,1.732051,0.816497,7,6,0.8,0.666667,3,1.163333,3,1.732051,0.816497,7,6,0.8,0.666667,3,1.05,3,1.732051,0.86164,7,6,0.857143,0.75,3,1.163333,3,1.732051,0.816497,7,6,0.8,0.666667,0,1,0,0,1,0,2,1,1,3,1.05,3,1.732051,0.86164,7,6,0.857143,0.75
1,1,1,14,0.712997,16,4,0.867752,34,20,0.740741,0.588235,14,0.71236,16,4,0.864904,34,19,0.730769,0.575758,29.961264,13,0.701856,16,4,0.871081,34,20,0.754717,0.606061,13,0.700969,16,4,0.868852,34,19,0.745098,0.59375,29.636223,10,0.77987,8,3.162278,0.976373,24,10,0.909091,0.833333,10,0.7721,8,3.162278,0.975746,24,9,0.9,0.818182,19.209435,13,0.831562,12,3.464102,0.943028,32,17,0.755556,0.607143,13,0.825741,14,4,0.920123,32,17,0.755556,0.607143,27.702854,4,0.589607,8,2.828427,0.603023,12,6,0.6,0.428571,4,0.582384,8,2.828427,0.603023,12,6,0.6,0.428571,4,0.62141,8,2.828427,0.603023,12,6,0.6,0.428571,4,0.589607,8,2.828427,0.603023,12,6,0.6,0.428571,0,0.656566,2,1.414214,0.5,0,1,0.5,0.333333,4,0.62141,8,2.828427,0.603023,12,6,0.6,0.428571
1,1,1,8,0.740663,12,3.464102,0.808135,24,21,0.792453,0.65625,10,0.733299,14,3.741657,0.767093,24,19,0.745098,0.59375,24.526966,8,0.766004,12,3.464102,0.808135,24,21,0.792453,0.65625,10,0.735098,14,3.741657,0.767093,24,19,0.745098,0.59375,24.527565,6,0.711047,8,3.464102,0.974584,18,8,1,1,6,0.679574,10,4.242641,0.964629,16,7,0.933333,0.875,15.565059,8,0.740125,12,3.464102,0.819689,24,20,0.784314,0.645161,10,0.736458,14,3.741657,0.781632,24,18,0.734694,0.580645,24.191696,4,0.586006,6,2.44949,0.771517,12,10,0.769231,0.625,4,0.586006,6,2.44949,0.771517,12,10,0.769231,0.625,4,0.654431,6,2.44949,0.801784,12,9,0.75,0.6,4,0.586006,6,2.44949,0.771517,12,10,0.769231,0.625,2,0.587302,2,1.414214,0.774597,2,3,0.75,0.6,4,0.654431,6,2.44949,0.801784,12,9,0.75,0.6
1,1,1,12,1.516487,16,4,0.600751,30,12,0.6,0.428571,14,0.497457,18,4.242641,0.526316,32,10,0.526316,0.357143,26.716624,12,1.404444,16,4,0.600751,30,12,0.6,0.428571,14,0.516842,18,4.242641,0.526316,32,10,0.526316,0.357143,26.723086,10,0.820802,8,4,0.849662,26,10,0.952381,0.909091,11,0.538847,10,4.472136,0.80016,28,9,0.9,0.818182,21.843108,11,1.155585,14,3.741657,0.78072,26,10,0.606061,0.434783,13,0.652227,16,4,0.725866,28,9,0.5625,0.391304,24.110632,2,1.048378,3,1.732051,0.57735,3,2,0.571429,0.4,2,1.048378,3,1.732051,0.57735,3,2,0.571429,0.4,2,0.963889,3,1.732051,0.57735,3,2,0.571429,0.4,2,1.048378,3,1.732051,0.57735,3,2,0.571429,0.4,2,0.869829,2,1.414214,0.707107,2,2,0.666667,0.5,2,0.963889,3,1.732051,0.57735,3,2,0.571429,0.4
1,1,1,7,0.602099,10,3.162278,0.723339,16,13,0.722222,0.565217,9,0.594777,12,3.464102,0.647059,16,11,0.647059,0.478261,17.943752,7,0.629646,8,2.828427,0.778981,16,14,0.777778,0.636364,9,0.615192,10,3.162278,0.705882,16,12,0.705882,0.545455,17.57823,6,0.712831,6,2.828427,0.940718,14,7,0.875,0.777778,8,0.691877,6,2.828427,0.940784,14,6,0.8,0.666667,13.309252,7,0.667249,8,2.828427,0.819028,16,12,0.75,0.6,9,0.693791,10,3.162278,0.750939,16,11,0.709677,0.55,17.288895,1,1.107143,1,1,0.92582,1,6,0.923077,0.857143,1,1.107143,1,1,0.92582,1,6,0.923077,0.857143,1,1.066667,1,1,0.92582,1,6,0.923077,0.857143,1,1.107143,1,1,0.92582,1,6,0.923077,0.857143,1,0.973333,1,1,0.866025,3,3,0.857143,0.75,1,1.066667,1,1,0.92582,1,6,0.923077,0.857143
